#RESOURCE=yCat_36560049
#Name: J/A+A/656/A49
#Title: Decoding the morphological evolution of open clusters (Hu+, 2021)
#Table	J_A_A_656_A49_table1:
#Name: J/A+A/656/A49/table1
#Title: The parameters of 1256 open clusters
#Column	Cluster	(a18)	Cluster name	[ucd=meta.id;meta.main]
#Column	ecore	(F7.4)	Ellipticity of the core	[ucd=src.ellipticity]
#Column	e_ecore	(F7.4)	Error corresponding to ellipticity of the core	[ucd=stat.error]
#Column	qcore	(F8.4)	Orientation of the core	[ucd=pos.posAng]
#Column	eall	(F7.4)	Ellipticity of the overall	[ucd=src.ellipticity]
#Column	e_eall	(F7.4)	Error corresponding to ellipticity of the overall	[ucd=stat.error]
#Column	qall	(F8.4)	Orientation of the overall	[ucd=pos.posAng]
#Column	acore	(F7.4)	Half-length axes of the core	[ucd=phys.angSize]
#Column	e_acore	(F7.4)	Error corresponding to half-length axes of the core	[ucd=stat.error]
#Column	ccore	(F7.4)	Half-short axes of the core	[ucd=phys.angSize;src]
#Column	e_ccore	(F7.4)	Error corresponding to half-short axes of the core	[ucd=stat.error]
#Column	aall	(F7.4)	Half-length axes of the overall	[ucd=phys.angSize]
#Column	e_aall	(F7.4)	Error corresponding to half-length axes of the overall	[ucd=stat.error]
#Column	call	(F7.4)	Half-short axes of the overall	[ucd=phys.angSize;src]
#Column	e_call	(F7.4)	Error corresponding to half-short axes of the overall	[ucd=stat.error]
#Column	epm	(F7.4)	Ellipticity in proper motion	[ucd=src.ellipticity]
#Column	e_epm	(F7.4)	Error of ellipticity in proper motion	[ucd=stat.error]
#Column	qpm	(F8.4)	Orientation in proper motion	[ucd=pos.pm;pos.posAng]
#
Cluster           ;ecore  ;e_ecore;qcore   ;eall   ;e_eall ;qall    ;acore  ;e_acore;ccore  ;e_ccore;aall   ;e_aall ;call   ;e_call ;epm    ;e_epm  ;qpm
NGC_4852          ; 0.0513; 0.0095;-65.1077; 0.0617; 0.1640;-61.4000; 0.1037; 0.0007; 0.0984; 0.0007; 0.4183; 0.0500; 0.3925; 0.0500; 0.0878; 0.2015; -1.9018
NGC_5138          ; 0.0278; 0.0195; 54.3592; 0.1200; 0.0429;-80.5998; 0.0788; 0.0011; 0.0766; 0.0011; 0.2866; 0.0092; 0.2522; 0.0092; 0.0693; 0.2604; 46.2675
NGC_5168          ; 0.1194; 0.0391; 46.1995; 0.0663; 0.0373; 37.6551; 0.0365; 0.0011; 0.0321; 0.0011; 0.1352; 0.0037; 0.1263; 0.0037; 0.2858; 0.1694; 32.6566
NGC_5269          ; 0.2474; 0.0376;-25.5001; 0.1597; 0.0682; -1.8058; 0.0492; 0.0015; 0.0370; 0.0015; 0.1115; 0.0058; 0.0937; 0.0058; 0.4729; 0.2848; 42.0881
NGC_5281          ; 0.2148; 0.0527; 15.0317; 0.0234; 0.1115; 61.0497; 0.0479; 0.0020; 0.0376; 0.0020; 0.1163; 0.0093; 0.1136; 0.0093; 0.2952; 0.1133;-53.7010
NGC_5288          ; 0.1254; 0.0468; 14.8538; 0.1475; 0.1339; 58.6379; 0.0314; 0.0011; 0.0275; 0.0011; 0.0886; 0.0090; 0.0755; 0.0090; 0.1896; 0.1928;-12.3814
NGC_5316          ; 0.0826; 0.0218;  5.3085; 0.0981; 0.1310; 19.2276; 0.1169; 0.0019; 0.1073; 0.0019; 0.3932; 0.0383; 0.3546; 0.0383; 0.2324; 0.1010; 39.6345
NGC_5381          ; 0.0887; 0.0429; 26.4943; 0.0423; 0.0557;-39.5199; 0.1007; 0.0032; 0.0918; 0.0032; 0.3640; 0.0146; 0.3486; 0.0146; 0.1428; 0.0831; 45.2368
NGC_5460          ; 0.0984; 0.0325; 15.8070; 0.1433; 0.1454;-23.1871; 0.2226; 0.0054; 0.2007; 0.0054; 0.6744; 0.0745; 0.5778; 0.0745; 0.2721; 0.1775; 42.5914
NGC_559           ; 0.0844; 0.0277; -2.8082; 0.2430; 0.0880; -6.7098; 0.0549; 0.0011; 0.0502; 0.0011; 0.1791; 0.0126; 0.1356; 0.0126; 0.2804; 0.0556;-47.5771
NGC_5593          ; 0.2507; 0.0354;-23.4651; 0.1069; 0.0960; -5.5540; 0.1135; 0.0032; 0.0851; 0.0032; 0.3265; 0.0234; 0.2916; 0.0234; 0.1656; 0.2610; 89.3305
NGC_5606          ; 0.2577; 0.0358; -5.8707; 0.1337; 0.1117; -6.4169; 0.0360; 0.0010; 0.0267; 0.0010; 0.0997; 0.0084; 0.0864; 0.0084; 0.0602; 0.1611;-77.2805
NGC_5617          ; 0.0288; 0.0277;-87.6885; 0.0327; 0.0816;-76.5086; 0.0815; 0.0016; 0.0792; 0.0016; 0.3159; 0.0185; 0.3056; 0.0185; 0.1874; 0.2113; -5.9649
NGC_5662          ; 0.2702; 0.0281; 27.7012; 0.1351; 0.0830;-73.6164; 0.3167; 0.0072; 0.2311; 0.0072; 0.7858; 0.0493; 0.6797; 0.0493; 0.1402; 0.0561; 52.7776
NGC_5715          ; 0.0984; 0.0317;-81.5469; 0.1646; 0.0665;-20.0518; 0.0544; 0.0013; 0.0490; 0.0013; 0.2099; 0.0107; 0.1754; 0.0107; 0.0922; 0.2037; 62.6078
NGC_5749          ; 0.2295; 0.0157; -7.6689; 0.1720; 0.0649; -3.9503; 0.1024; 0.0013; 0.0789; 0.0013; 0.3563; 0.0178; 0.2950; 0.0178; 0.0501; 0.2520; 89.5934
NGC_5764          ; 0.3434; 0.0175;-25.2829; 0.2462; 0.0932;-36.0198; 0.0342; 0.0005; 0.0224; 0.0005; 0.0983; 0.0073; 0.0741; 0.0073; 0.2588; 0.2420; 37.5208
NGC_581           ; 0.2559; 0.0143;-47.0890; 0.0811; 0.0715;-28.1265; 0.0646; 0.0007; 0.0481; 0.0007; 0.1675; 0.0088; 0.1540; 0.0088; 0.2470; 0.1747;-36.1961
NGC_5822          ; 0.0453; 0.0301; 35.8097; 0.3159; 0.0976;  2.8243; 0.2674; 0.0058; 0.2553; 0.0058; 0.9949; 0.0801; 0.6807; 0.0801; 0.1756; 0.1459;-25.1916
NGC_5823          ; 0.1014; 0.0186;-13.2335; 0.0739; 0.0957; -2.6831; 0.0931; 0.0013; 0.0837; 0.0013; 0.3627; 0.0255; 0.3359; 0.0255; 0.1583; 0.0692;-35.2387
NGC_5925          ; 0.1708; 0.0218;  2.0214; 0.1830; 0.0878;-26.1379; 0.1805; 0.0030; 0.1497; 0.0030; 0.7122; 0.0485; 0.5819; 0.0485; 0.0137; 0.0866; 71.7335
NGC_5999          ; 0.0446; 0.0571; 64.7158; 0.1144; 0.0391; 77.3766; 0.0358; 0.0015; 0.0342; 0.0015; 0.1069; 0.0031; 0.0947; 0.0031; 0.1492; 0.0879;-85.3772
NGC_6005          ; 0.2253; 0.0559; 38.0726; 0.0488; 0.0515;-26.7312; 0.0538; 0.0024; 0.0417; 0.0024; 0.1633; 0.0061; 0.1553; 0.0061; 0.2231; 0.0996;-79.3552
NGC_6025          ; 0.1156; 0.0196;  4.7867; 0.0772; 0.1095; 83.2596; 0.2256; 0.0033; 0.1995; 0.0033; 0.6764; 0.0545; 0.6242; 0.0545; 0.1501; 0.1251; 17.7866
NGC_6031          ; 0.2040; 0.0890;-55.4923; 0.2235; 0.0388; 10.4820; 0.0415; 0.0029; 0.0331; 0.0029; 0.1216; 0.0037; 0.0944; 0.0037; 0.0459; 0.2974;-27.6683
NGC_6067          ; 0.2250; 0.0134;  7.5163; 0.0523; 0.0500;  2.2347; 0.0999; 0.0011; 0.0774; 0.0011; 0.3538; 0.0128; 0.3353; 0.0128; 0.0390; 0.1376;-41.2088
NGC_6087          ; 0.1302; 0.0166; 46.3962; 0.0479; 0.1169;  8.2912; 0.1682; 0.0021; 0.1463; 0.0021; 0.5800; 0.0491; 0.5523; 0.0491; 0.0277; 0.1919;-84.6236
NGC_609           ; 0.1020; 0.0247; 22.2753; 0.1409; 0.1575;  6.3280; 0.0214; 0.0004; 0.0193; 0.0004; 0.0728; 0.0087; 0.0626; 0.0087; 0.2889; 0.0869;-29.7096
NGC_6124          ; 0.1168; 0.0132; -8.1811; 0.0742; 0.0522;-15.0363; 0.3155; 0.0031; 0.2786; 0.0031; 0.9111; 0.0349; 0.8435; 0.0349; 0.1035; 0.1107;-17.2334
NGC_6134          ; 0.0789; 0.0097;-17.2795; 0.1129; 0.0486; -6.2759; 0.0942; 0.0007; 0.0867; 0.0007; 0.3231; 0.0118; 0.2866; 0.0118; 0.2018; 0.0716;-52.9604
NGC_6152          ; 0.0336; 0.0431;-63.9708; 0.0686; 0.0410;  9.0215; 0.1665; 0.0052; 0.1610; 0.0052; 0.5376; 0.0161; 0.5007; 0.0161; 0.2729; 0.1654;-68.5209
NGC_6167          ; 0.1326; 0.0567; 51.2650; 0.0438; 0.0783; 55.4323; 0.0727; 0.0031; 0.0631; 0.0031; 0.2388; 0.0135; 0.2284; 0.0135; 0.0917; 0.1051;-27.6761
NGC_6178          ; 0.4185; 0.0199; -6.3482; 0.0642; 0.0738;-52.8685; 0.0692; 0.0012; 0.0402; 0.0012; 0.1673; 0.0090; 0.1565; 0.0090; 0.1544; 0.1508;-79.1423
NGC_6192          ; 0.1891; 0.0318;-53.4827; 0.1932; 0.0727;-81.9833; 0.0714; 0.0018; 0.0579; 0.0018; 0.2156; 0.0122; 0.1740; 0.0122; 0.2004; 0.1068;-27.7552
NGC_6193          ; 0.1933; 0.0280;-29.9096; 0.1422; 0.1452;-73.1378; 0.0949; 0.0021; 0.0766; 0.0021; 0.3781; 0.0417; 0.3243; 0.0417; 0.1954; 0.0644;-36.9075
NGC_6204          ; 0.1383; 0.0269; 16.8041; 0.1613; 0.0579; 34.8727; 0.0443; 0.0009; 0.0381; 0.0009; 0.1572; 0.0070; 0.1318; 0.0070; 0.2685; 0.1553;-32.2544
NGC_6208          ; 0.0834; 0.0134; 11.8547; 0.0688; 0.1393; 16.8872; 0.1383; 0.0014; 0.1267; 0.0014; 0.5095; 0.0520; 0.4744; 0.0520; 0.1269; 0.1721;-23.7438
NGC_6216          ; 0.1489; 0.0580;  5.3249; 0.0555; 0.0689; -2.2044; 0.0522; 0.0023; 0.0444; 0.0023; 0.1380; 0.0069; 0.1303; 0.0069; 0.3524; 0.1620;-31.2379
NGC_6231          ; 0.2690; 0.0174; 58.2766; 0.1262; 0.0565; 69.3516; 0.1212; 0.0017; 0.0886; 0.0017; 0.4700; 0.0200; 0.4107; 0.0200; 0.1732; 0.0601;-29.3881
NGC_6242          ; 0.2152; 0.0322; 19.6873; 0.1167; 0.0883;-13.5086; 0.0911; 0.0023; 0.0715; 0.0023; 0.2783; 0.0184; 0.2459; 0.0184; 0.0918; 0.0961;-35.1417
NGC_6249          ; 0.2233; 0.0207;-80.6498; 0.0337; 0.2569; 86.8424; 0.0450; 0.0007; 0.0350; 0.0007; 0.1296; 0.0239; 0.1253; 0.0239; 0.3161; 0.1270;-74.9890
NGC_6250          ; 0.1543; 0.0123;-14.3553; 0.2117; 0.1274;-45.5390; 0.0907; 0.0009; 0.0767; 0.0009; 0.3239; 0.0324; 0.2554; 0.0324; 0.0567; 0.1546; 29.4269
NGC_6253          ; 0.0455; 0.0408;-17.3727; 0.0247; 0.0715;-59.2486; 0.0359; 0.0011; 0.0343; 0.0011; 0.1280; 0.0066; 0.1248; 0.0066; 0.1079; 0.0999;-39.4797
NGC_6259          ; 0.1329; 0.0269;-11.7268; 0.1048; 0.0473;-43.3795; 0.1163; 0.0024; 0.1008; 0.0024; 0.4631; 0.0163; 0.4146; 0.0163; 0.1268; 0.1023;-41.7664
NGC_6268          ; 0.1743; 0.0312;-15.4321; 0.1315; 0.0933;-12.5030; 0.0733; 0.0018; 0.0606; 0.0018; 0.2087; 0.0147; 0.1813; 0.0147; 0.3257; 0.1746;-64.2497
NGC_6281          ; 0.1256; 0.0106;  0.4024; 0.1464; 0.0788;-16.3453; 0.1867; 0.0015; 0.1632; 0.0015; 0.6284; 0.0377; 0.5364; 0.0377; 0.1638; 0.1399;-36.6173
NGC_6318          ; 0.1556; 0.0520; 39.6848; 0.0994; 0.0297; -0.4181; 0.0502; 0.0020; 0.0424; 0.0020; 0.1418; 0.0031; 0.1277; 0.0031; 0.3618; 0.0762;-15.2126
NGC_6322          ; 0.1650; 0.0617; -0.3241; 0.1760; 0.0383; 40.3187; 0.0570; 0.0027; 0.0476; 0.0027; 0.1837; 0.0054; 0.1514; 0.0054; 0.0920; 0.1465;-52.0166
NGC_637           ; 0.2118; 0.0237; 31.4767; 0.2186; 0.1529; 49.8125; 0.0288; 0.0005; 0.0227; 0.0005; 0.0942; 0.0113; 0.0736; 0.0113; 0.1219; 0.2049;-11.7996
NGC_6383          ; 0.2497; 0.0104;-86.7109; 0.2724; 0.1226;-86.0913; 0.0671; 0.0006; 0.0503; 0.0006; 0.2680; 0.0266; 0.1950; 0.0266; 0.0325; 0.0881;-74.7222
NGC_6396          ; 0.1257; 0.0491; 33.7691; 0.0594; 0.0736; 74.1720; 0.0348; 0.0013; 0.0305; 0.0013; 0.1052; 0.0056; 0.0990; 0.0056; 0.0302; 0.1005;-60.2664
NGC_6400          ; 0.1121; 0.0161; 13.8614; 0.0829; 0.1287; 31.0122; 0.0976; 0.0012; 0.0867; 0.0012; 0.3542; 0.0336; 0.3249; 0.0336; 0.0938; 0.1484;  3.4119
NGC_6404          ; 0.0809; 0.1166;-20.4483; 0.1012; 0.0608; 27.3073; 0.0694; 0.0060; 0.0638; 0.0060; 0.1753; 0.0079; 0.1575; 0.0079; 0.3027; 0.0620;-19.3213
NGC_6405          ; 0.1881; 0.0160;-57.9058; 0.0905; 0.0668;-63.1906; 0.2249; 0.0028; 0.1826; 0.0028; 0.6083; 0.0301; 0.5533; 0.0301; 0.1253; 0.0609;-13.9229
NGC_6416          ; 0.1290; 0.0657;-18.4832; 0.1497; 0.0936; -8.4074; 0.2319; 0.0115; 0.2019; 0.0115; 0.7067; 0.0504; 0.6009; 0.0504; 0.2730; 0.1430;-25.8547
NGC_6425          ; 0.0514; 0.0331;-47.2532; 0.0125; 0.1664;  7.2188; 0.0961; 0.0023; 0.0911; 0.0023; 0.2929; 0.0347; 0.2892; 0.0347; 0.1891; 0.1173;-54.6151
NGC_6451          ; 0.0878; 0.0768;-25.4219; 0.0457; 0.0380;-83.8928; 0.0813; 0.0046; 0.0741; 0.0046; 0.2513; 0.0069; 0.2398; 0.0069; 0.0463; 0.2037;-62.2438
NGC_6469          ; 0.0865; 0.0342; 21.3062; 0.0372; 0.0655;-77.0491; 0.0790; 0.0020; 0.0722; 0.0020; 0.2464; 0.0116; 0.2372; 0.0116; 0.1559; 0.1109; 31.8918
NGC_6475          ; 0.1181; 0.0109; 18.8869; 0.2102; 0.0483; 14.0203; 0.8027; 0.0066; 0.7080; 0.0066; 2.3770; 0.0901; 1.8773; 0.0901; 0.1389; 0.0567;-69.9478
NGC_6494          ; 0.1532; 0.0411;-12.5420; 0.1549; 0.0537; -6.5078; 0.2453; 0.0077; 0.2077; 0.0077; 0.7620; 0.0312; 0.6440; 0.0312; 0.0838; 0.0997;-44.5890
NGC_6520          ; 0.1140; 0.1051; 77.3947; 0.1748; 0.0330;-29.9601; 0.0344; 0.0027; 0.0305; 0.0027; 0.0759; 0.0019; 0.0626; 0.0019; 0.1387; 0.2221;-26.9071
NGC_6531          ; 0.2124; 0.0169;-10.1116; 0.0312; 0.0585; -8.1875; 0.1219; 0.0016; 0.0960; 0.0016; 0.4637; 0.0195; 0.4492; 0.0195; 0.0846; 0.1379; 48.2914
NGC_654           ; 0.1377; 0.0157; -3.0859; 0.2230; 0.1406;  8.3575; 0.0350; 0.0004; 0.0302; 0.0004; 0.1449; 0.0161; 0.1126; 0.0161; 0.1590; 0.0948;-45.5565
NGC_6561          ; 0.1254; 0.0242; 39.0725; 0.0323; 0.0774; 71.5872; 0.1353; 0.0025; 0.1184; 0.0025; 0.5283; 0.0294; 0.5112; 0.0294; 0.0816; 0.0379; -4.6367
NGC_6568          ; 0.1902; 0.0299; 24.2297; 0.2001; 0.0456; 46.9391; 0.1348; 0.0031; 0.1092; 0.0031; 0.4290; 0.0153; 0.3432; 0.0153; 0.2118; 0.1234;-52.6257
NGC_6583          ; 0.0750; 0.0260; 52.3698; 0.0704; 0.0746;  5.4570; 0.0446; 0.0009; 0.0412; 0.0009; 0.1630; 0.0089; 0.1515; 0.0089; 0.2598; 0.0752;-28.9867
NGC_659           ; 0.0691; 0.0366;-88.7480; 0.0202; 0.0932; 16.1964; 0.0445; 0.0012; 0.0414; 0.0012; 0.1531; 0.0102; 0.1500; 0.0102; 0.4849; 0.2266;-19.1410
NGC_6603          ; 0.0694; 0.0122;-60.4992; 0.0583; 0.0530;-53.9245; 0.0416; 0.0004; 0.0387; 0.0004; 0.1896; 0.0073; 0.1786; 0.0073; 0.1875; 0.0642;-37.7082
NGC_6613          ; 0.0359; 0.0358;-63.9258; 0.1166; 0.0385;-84.1006; 0.0637; 0.0016; 0.0614; 0.0016; 0.1949; 0.0056; 0.1721; 0.0056; 0.0603; 0.1117; 28.6438
NGC_663           ; 0.2132; 0.0142; 34.3857; 0.0463; 0.0560;-25.9478; 0.1186; 0.0013; 0.0933; 0.0013; 0.4491; 0.0182; 0.4283; 0.0182; 0.2373; 0.0907;-30.1966
NGC_6631          ; 0.2716; 0.0542;-50.1696; 0.0640; 0.0170; 82.4250; 0.0847; 0.0037; 0.0617; 0.0037; 0.2233; 0.0028; 0.2090; 0.0028; 0.1321; 0.0721; -2.6648
NGC_6633          ; 0.1653; 0.0497;-15.9682; 0.0454; 0.0742; 36.2257; 0.4076; 0.0156; 0.3402; 0.0156; 0.9130; 0.0490; 0.8715; 0.0490; 0.1505; 0.0704;-62.7158
NGC_6645          ; 0.0155; 0.0185;  0.3467; 0.0284; 0.0431; 25.9349; 0.1162; 0.0015; 0.1144; 0.0015; 0.4905; 0.0152; 0.4766; 0.0152; 0.0694; 0.0717; 25.9550
NGC_6649          ; 0.0429; 0.0423;-69.6849; 0.0467; 0.0931; -8.3937; 0.0459; 0.0014; 0.0439; 0.0014; 0.1541; 0.0104; 0.1469; 0.0104; 0.1418; 0.1497; 12.0395
NGC_6664          ; 0.2130; 0.0323; -1.7758; 0.0624; 0.0365; 18.8616; 0.1488; 0.0038; 0.1171; 0.0038; 0.4306; 0.0115; 0.4037; 0.0115; 0.1268; 0.0476;-23.1546
NGC_6694          ; 0.1241; 0.0191; -4.3857; 0.1559; 0.1090;  1.6741; 0.0725; 0.0010; 0.0635; 0.0010; 0.2888; 0.0241; 0.2438; 0.0241; 0.1364; 0.0821;-37.2379
NGC_6704          ; 0.0572; 0.0169; 37.4002; 0.0254; 0.0668; 20.5958; 0.0448; 0.0006; 0.0422; 0.0006; 0.1683; 0.0081; 0.1640; 0.0081; 0.1980; 0.1932;  1.7983
NGC_6705          ; 0.1432; 0.0285;-19.1127; 0.0792; 0.0614;-17.5290; 0.0642; 0.0014; 0.0550; 0.0014; 0.2344; 0.0106; 0.2158; 0.0106; 0.2372; 0.1156;-15.1330
NGC_6709          ; 0.0327; 0.0274; 52.1584; 0.0534; 0.1148; -7.5236; 0.1289; 0.0025; 0.1246; 0.0025; 0.4113; 0.0343; 0.3894; 0.0343; 0.2215; 0.2331; 27.2243
NGC_6716          ; 0.0996; 0.0953;-37.2794; 0.1706; 0.0293;  7.9694; 0.0859; 0.0061; 0.0774; 0.0061; 0.2459; 0.0055; 0.2039; 0.0055; 0.1398; 0.2055;  6.8198
NGC_6728          ; 0.0816; 0.0247; 28.3469; 0.1027; 0.1552;  3.3191; 0.1279; 0.0023; 0.1175; 0.0023; 0.4644; 0.0536; 0.4167; 0.0536; 0.1186; 0.0503;-18.2529
NGC_6735          ; 0.0530; 0.0438; -0.8393; 0.0236; 0.0725;  4.0985; 0.1445; 0.0046; 0.1368; 0.0046; 0.4156; 0.0216; 0.4058; 0.0216; 0.0646; 0.0921;-79.0072
NGC_6755          ; 0.3490; 0.0325; 20.3768; 0.1513; 0.0730; 17.3539; 0.1453; 0.0040; 0.0946; 0.0040; 0.5037; 0.0280; 0.4275; 0.0280; 0.1299; 0.0413; 13.4190
NGC_6756          ; 0.0843; 0.0152; 42.6939; 0.0612; 0.0702; 80.7938; 0.0308; 0.0003; 0.0282; 0.0003; 0.1230; 0.0063; 0.1155; 0.0063; 0.2048; 0.0704; -5.6308
NGC_6791          ; 0.0630; 0.0175;-56.6128; 0.0807; 0.0678; 25.0270; 0.0526; 0.0007; 0.0493; 0.0007; 0.1463; 0.0073; 0.1345; 0.0073; 0.1524; 0.0464; 28.7657
NGC_6793          ; 0.2638; 0.0151;  6.4446; 0.2857; 0.1412; 14.9418; 0.1922; 0.0023; 0.1415; 0.0023; 0.6214; 0.0714; 0.4439; 0.0714; 0.0632; 0.1951;-61.4502
NGC_6800          ; 0.3930; 0.0455; -7.8774; 0.3619; 0.0932;-17.5507; 0.2260; 0.0088; 0.1372; 0.0088; 0.6481; 0.0509; 0.4136; 0.0509; 0.2176; 0.1332; 27.6357
NGC_6802          ; 0.1816; 0.0166; 27.7717; 0.0144; 0.1449;-61.8626; 0.0436; 0.0006; 0.0357; 0.0006; 0.1501; 0.0155; 0.1479; 0.0155; 0.2297; 0.1018; 18.3411
NGC_6811          ; 0.1813; 0.0150;  4.4150; 0.1569; 0.1831;-19.2340; 0.1595; 0.0019; 0.1306; 0.0019; 0.5120; 0.0717; 0.4316; 0.0717; 0.2142; 0.0582; -7.8230
NGC_6819          ; 0.1038; 0.0080; -7.1209; 0.1653; 0.0546; -9.1189; 0.0681; 0.0004; 0.0611; 0.0004; 0.2254; 0.0094; 0.1881; 0.0094; 0.0599; 0.0442;-22.1580
NGC_6823          ; 0.1354; 0.0331;-11.1807; 0.1352; 0.0690;-33.0606; 0.0558; 0.0014; 0.0482; 0.0014; 0.1959; 0.0102; 0.1694; 0.0102; 0.1353; 0.1903; 14.6450
NGC_6827          ; 0.1376; 0.0172;-56.0648; 0.1030; 0.0567;-45.4981; 0.0255; 0.0003; 0.0220; 0.0003; 0.1011; 0.0043; 0.0907; 0.0043; 0.2429; 0.1210; 18.9303
NGC_6830          ; 0.0607; 0.0578; 57.1658; 0.1501; 0.0381; -6.7474; 0.0825; 0.0035; 0.0775; 0.0035; 0.1891; 0.0055; 0.1607; 0.0055; 0.3136; 0.1305; 30.2347
NGC_6834          ; 0.0944; 0.0353; 25.4137; 0.0509; 0.0685; 27.1906; 0.0502; 0.0013; 0.0455; 0.0013; 0.1646; 0.0082; 0.1562; 0.0082; 0.1450; 0.0836; 30.7600
NGC_6846          ; 0.1780; 0.0180; 83.4281; 0.2428; 0.0319; 12.9424; 0.0205; 0.0003; 0.0168; 0.0003; 0.0849; 0.0022; 0.0643; 0.0022; 0.3222; 0.0691;  3.6614
NGC_6866          ; 0.0187; 0.0294; 28.9024; 0.0624; 0.0801; -8.7217; 0.0761; 0.0016; 0.0747; 0.0016; 0.2836; 0.0166; 0.2659; 0.0166; 0.0888; 0.1324; 18.1037
NGC_6871          ; 0.2301; 0.0599; 71.4831; 0.0894; 0.0716;-40.7907; 0.3418; 0.0162; 0.2632; 0.0162; 1.0332; 0.0547; 0.9409; 0.0547; 0.1484; 0.0772; 15.7898
NGC_6910          ; 0.1991; 0.0104;-74.7432; 0.1005; 0.0878;-55.0355; 0.0859; 0.0007; 0.0688; 0.0007; 0.3380; 0.0221; 0.3041; 0.0221; 0.2389; 0.0995; 40.0149
NGC_6913          ; 0.1382; 0.0224; 71.2567; 0.2454; 0.0704; 62.4736; 0.0998; 0.0017; 0.0860; 0.0017; 0.3380; 0.0190; 0.2551; 0.0190; 0.1523; 0.1025; 16.8966
NGC_6939          ; 0.0743; 0.0260; 36.1142; 0.0961; 0.1139; -5.6886; 0.0741; 0.0014; 0.0686; 0.0014; 0.2640; 0.0223; 0.2386; 0.0223; 0.0648; 0.0754; 50.5012
NGC_6940          ; 0.2025; 0.0088; -0.8513; 0.4554; 0.1097;  6.6501; 0.2542; 0.0018; 0.2027; 0.0018; 0.8435; 0.0813; 0.4594; 0.0813; 0.0947; 0.1540; 43.0285
NGC_6991          ; 0.3121; 0.0077; -0.5084; 0.5836; 0.0669; -7.9382; 0.5591; 0.0036; 0.3846; 0.0036; 2.3775; 0.1469; 0.9900; 0.1469; 0.4094; 0.0707; 13.0660
NGC_6997          ; 0.0750; 0.1012; 32.4941; 0.0674; 0.0905; -0.3141; 0.0864; 0.0064; 0.0799; 0.0064; 0.2509; 0.0166; 0.2340; 0.0166; 0.1860; 0.1840; 58.3173
NGC_7024          ; 0.3545; 0.0534;-44.7785; 0.2823; 0.1499;  9.6647; 0.0848; 0.0038; 0.0548; 0.0038; 0.1851; 0.0225; 0.1328; 0.0225; 0.4964; 0.1785;-22.7220
NGC_7031          ; 0.1972; 0.0182; -7.9941; 0.2506; 0.0985; 18.9636; 0.1101; 0.0016; 0.0884; 0.0016; 0.3762; 0.0297; 0.2819; 0.0297; 0.0616; 0.1285; 26.0149
NGC_7039          ; 0.1758; 0.0327; 88.3217; 0.0308; 0.1482; 40.6120; 0.1390; 0.0035; 0.1146; 0.0035; 0.4007; 0.0426; 0.3883; 0.0426; 0.2003; 0.1094;-59.0593
NGC_7044          ; 0.0811; 0.0147;-42.0499; 0.0369; 0.1275; 78.0338; 0.0357; 0.0004; 0.0328; 0.0004; 0.1196; 0.0110; 0.1152; 0.0110; 0.0632; 0.1006; 73.0395
NGC_7058          ; 0.2684; 0.1003;-14.7578; 0.1939; 0.1354; -7.3338; 0.0934; 0.0076; 0.0683; 0.0076; 0.2433; 0.0257; 0.1962; 0.0257; 0.3960; 0.0907; 44.3152
NGC_7062          ; 0.0248; 0.0270;-82.5270; 0.0580; 0.1285; 70.0901; 0.0464; 0.0009; 0.0453; 0.0009; 0.1643; 0.0154; 0.1548; 0.0154; 0.3710; 0.2560; 87.9150
NGC_7063          ; 0.1001; 0.0604; 39.2436; 0.0562; 0.0690; 18.1035; 0.1120; 0.0050; 0.1008; 0.0050; 0.2657; 0.0133; 0.2508; 0.0133; 0.0730; 0.2049; 56.0217
NGC_7067          ; 0.2346; 0.0601;-54.3667; 0.3437; 0.0368;-87.7635; 0.0358; 0.0017; 0.0274; 0.0017; 0.1377; 0.0042; 0.0903; 0.0042; 0.3069; 0.1732;-11.0818
NGC_7082          ; 0.2192; 0.0259; -4.4354; 0.1886; 0.1367; 10.0881; 0.1951; 0.0040; 0.1524; 0.0040; 0.7263; 0.0771; 0.5893; 0.0771; 0.1601; 0.1822;-44.6027
NGC_7086          ; 0.1600; 0.0179;-63.3838; 0.1738; 0.0835;-29.3498; 0.0839; 0.0012; 0.0705; 0.0012; 0.2987; 0.0192; 0.2468; 0.0192; 0.2378; 0.0856;-85.0116
NGC_7092          ; 0.4576; 0.0235;  3.8478; 0.5559; 0.0938;  2.0309; 0.7290; 0.0150; 0.3954; 0.0150; 2.8606; 0.2451; 1.2705; 0.2451; 0.4949; 0.0707; 32.2001
NGC_7128          ; 0.0755; 0.0121; 49.8281; 0.1680; 0.2063; 14.9213; 0.0298; 0.0003; 0.0275; 0.0003; 0.1110; 0.0176; 0.0923; 0.0176; 0.0767; 0.2919;-77.2096
NGC_7129          ; 0.1872; 0.0166; 52.3940; 0.1887; 0.2432; 60.6330; 0.0312; 0.0004; 0.0253; 0.0004; 0.0873; 0.0165; 0.0708; 0.0165; 0.3763; 0.1336;-52.8211
NGC_7142          ; 0.1672; 0.0109;-33.0630; 0.2682; 0.1189;  5.4925; 0.0798; 0.0007; 0.0665; 0.0007; 0.2720; 0.0261; 0.1990; 0.0261; 0.1828; 0.0651; -8.6176
