file,kpc,ell_t,theta_t,Nf,x0,y0,width,height,ell,theta,x1,y1,width_o,height_o,ell_o,theta_o
0.5150_0.6500_-0.7854_24_1.dat,0.5150,0.6500,-0.7854,1,-0.0023062450628880504,0.012969528686993786,1.052325886002278,0.3694166091805473,0.6489522741059439,-47.862903927402044,-0.007709560625174197,-0.02725110344661355,1.5315132218019623,1.4907495579190801,0.02661659285900253,57.54465608417518
0.0400_0.6500_0.7854_48_1.dat,0.0400,0.6500,0.7854,1,0.0015020705171497183,-0.016154343297648633,1.3325162111834747,0.4831447847787109,0.6374192068180501,44.702925294950774,0.021660787918760888,-0.004964465463042595,1.88466959241938,1.6987777966703672,0.09863362601949788,-11.41854679653099
0.0400_0.8000_1.5708_36_1.dat,0.0400,0.8000,1.5708,1,0.0037675350701402645,0.03036072144288569,1.393697816393492,0.25569748257323754,0.8165330536034615,89.98814858283174,0.010002559321113567,0.02622949743627876,1.9049035395600098,1.5263908520712022,0.19870438561746573,79.33361633429323
0.0400_0.3500_0.0000_35_0.dat,0.0400,0.3500,0.0000,0,0.00246492985971936,-0.018523046092184393,1.297448849738455,0.8725331929386694,0.32750089291415374,0.6999028705320995,-0.01769160592266541,-0.026023335797469092,1.8630120707805988,1.6997590901155541,0.08762851471844835,2.0525484650826513
0.0400_0.2000_1.5708_41_1.dat,0.0400,0.2000,1.5708,1,0.014092184368737451,0.011382765531062043,1.3344463744978088,1.0522865746407082,0.21144334103593,88.89960840148859,0.008572917801874214,0.037050736661830556,2.1097396856558026,1.8205137318457434,0.13709082489015922,-72.34880651956246
0.2775_0.3500_0.0000_49_1.dat,0.2775,0.3500,0.0000,1,0.011963927855711338,0.009417835671342663,1.1454359278755197,0.7691971149742294,0.3284677944397236,-3.7374388853147877,0.017178316662285965,-0.02509085605819701,2.0622552103916107,1.9414156622535064,0.05859582632120375,-38.714978376120314
0.7525_0.2000_-1.5708_33_0.dat,0.7525,0.2000,-1.5708,0,0.01115831663326655,-0.01038076152304601,0.8533648882161895,0.7248834122390218,0.15055866224556747,87.76932499811132,0.02261345808227577,-0.03409887699645889,1.7923448310908996,1.3703415837095825,0.23544757686190743,31.063489184694077
0.2775_0.3500_0.7854_47_0.dat,0.2775,0.3500,0.7854,0,0.0023990616844665443,-0.0120066448035945,1.0385513995117484,0.7782180401478307,0.25066969192502897,50.15707923196069,-0.0027855150498561927,-0.07082102422446239,1.9748207541577412,1.6383259447658454,0.17039258306529725,30.078896803836557
0.0400_0.6500_0.7854_25_0.dat,0.0400,0.6500,0.7854,0,-0.0104422241895064,-0.002367886635997499,1.232285609065303,0.4440777551585293,0.639630819436928,46.531428498076394,-0.0013980629984027982,0.02660782341026754,1.6634307260539065,1.50975385676131,0.09238549395871642,38.30505555908297
0.9900_0.6500_-0.7854_26_0.dat,0.9900,0.6500,-0.7854,0,-0.004872518370961867,-0.00575108791872861,0.6676683656247715,0.26177493073552455,0.6079267130013442,-43.91256311505015,0.035153588338556536,-0.005777978272719486,1.3331984064230344,1.3260031329568265,0.0053970012501836084,-1.0245488722623861
