#
# [ASteCA v0.4.3-dev]
#
# Created:  [2022-06-13 10:42:06]
# Modified: [2022-06-13 16:10:26]
#
# NAME     : Cluster's name
# c_x      : x center coordinate
# c_y      : y center coordinate
# r_cl     : radius
# r_c      : Core radius (King profile)
# r_t      : Tidal radius (King profile)
# ell      : Ellipticity
# theta    : Rotation angle
# CI       : Contamination index
# n_memb_k : Number of members obtained integrating the fitted King profile
# n_memb   : Number of members assuming a uniform background
# a_f      : Fraction of cluster's area that is present in frame
#
# Parameter values are in the sense: mean, median, mode, 16th percentile,
# 84th percentile, and STDDEV.
#
# M  : total initial mass
# z  : metallicity
# a  : log(age)
# bf : binary fraction
# B  : beta
# Av : Visual absorption
# DR : differential reddening
# Rv : ratio of total to selective absorption
# dm : distance modulus
#
NAME,c_x,c_y,r_cl,r_c_mean,r_c_median,r_c_mode,r_c_16th,r_c_84th,r_c_std,r_t_mean,r_t_median,r_t_mode,r_t_16th,r_t_84th,r_t_std,ell_mean,ell_median,ell_mode,ell_16th,ell_84th,ell_std,theta_mean,theta_median,theta_mode,theta_16th,theta_84th,theta_std,CI,n_memb_k,n_memb,a_f,M_mean,M_median,M_mode,M_16th,M_84th,M_std,z_mean,z_median,z_mode,z_16th,z_84th,z_std,a_mean,a_median,a_mode,a_16th,a_84th,a_std,bf_mean,bf_median,bf_mode,bf_16th,bf_84th,bf_std,B_mean,B_median,B_mode,B_16th,B_84th,B_std,Av_mean,Av_median,Av_mode,Av_16th,Av_84th,Av_std,DR_mean,DR_median,DR_mode,DR_16th,DR_84th,DR_std,Rv_mean,Rv_median,Rv_mode,Rv_16th,Rv_84th,Rv_std,dm_mean,dm_median,dm_mode,dm_16th,dm_84th,dm_std
KP_synth_1/0.0400_0.6500_-0.7854_21_0,0.020548,0.021226,0.774533,0.841927,0.849836,0.857925,0.716256,0.976758,0.125036,1.019934,1.010504,1.002547,0.928170,1.108623,0.094756,0.612076,0.615914,0.626805,0.572281,0.649942,0.040422,-0.771955,nan,-0.805355,nan,nan,0.415294,0.51,447,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.6500_-0.7854_21_1,-0.019838,0.061612,0.641377,0.556461,0.541491,0.525385,0.341663,0.779083,0.199306,1.094916,1.085945,1.064244,0.938879,1.260985,0.180311,0.574861,0.651964,0.661599,0.363745,0.696465,0.202688,-0.662317,nan,-0.825609,nan,nan,0.722231,0.43,404,173,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.6500_-1.5708_12_1,0.022196,-0.061233,0.758972,0.816803,0.834074,0.905892,0.622993,0.997221,0.176911,1.154421,1.146178,1.144665,1.032385,1.267309,0.121700,0.707522,0.710251,0.713627,0.675025,0.738822,0.032304,-1.250884,nan,-1.535552,nan,nan,1.337900,0.5,593,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.6500_-1.5708_37_0,0.022196,-0.019160,0.848749,0.776358,0.772186,0.768003,0.570969,0.986997,0.190272,1.250294,1.226747,1.205728,1.111990,1.384451,0.152616,0.716817,0.718381,0.721317,0.687107,0.746868,0.029709,1.434436,nan,1.551595,nan,nan,1.263242,0.53,685,204,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.6500_0.0000_12_0,0.062582,-0.020847,0.595514,0.645713,0.637132,0.588198,0.462025,0.837808,0.175023,1.099384,1.072657,1.029125,0.947094,1.254577,0.164765,0.650944,0.652065,0.651337,0.611010,0.693421,0.041506,-0.026451,nan,-0.024373,nan,nan,0.048987,0.41,446,165,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.6500_0.0000_36_1,-0.018190,-0.019160,0.598003,0.806395,0.818910,0.860238,0.641377,0.965117,0.154352,1.092000,1.077371,1.060683,0.984879,1.193684,0.121173,0.686104,0.686723,0.686077,0.653958,0.720694,0.034111,0.038209,nan,0.039268,nan,nan,0.038138,0.39,531,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.6500_0.7854_15_1,0.022196,0.021226,0.599642,0.657918,0.690911,0.732414,0.517123,0.802403,0.159285,0.863373,0.858961,0.859186,0.763628,0.961256,0.153443,0.496940,0.571336,0.582660,0.271346,0.620112,0.194910,0.618877,nan,0.803383,nan,nan,0.696415,0.41,297,163,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.6500_0.7854_18_0,0.022196,-0.019160,0.661420,0.541175,0.546947,0.527829,0.366066,0.741891,0.195172,1.042249,0.983329,0.940752,0.873520,1.241382,0.201269,0.541586,0.588674,0.598237,0.516283,0.634938,0.159695,0.763221,nan,0.858606,nan,nan,0.558460,0.43,339,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.6500_1.5708_24_1,0.022196,0.021226,0.732926,0.771730,0.774164,0.765491,0.584333,0.955943,0.172017,1.187476,1.175245,1.157849,1.039571,1.326925,0.144266,0.693739,0.695852,0.697963,0.657944,0.730126,0.036695,-1.451242,nan,-1.508223,nan,nan,1.094346,0.48,574,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.6500_1.5708_32_0,0.020548,0.021226,0.694601,0.691032,0.678988,0.634832,0.507569,0.882364,0.175377,1.145687,1.120455,1.073524,1.000985,1.296805,0.149401,0.695574,0.698271,0.700683,0.663454,0.727865,0.033679,-1.261900,nan,-1.538314,nan,nan,1.338086,0.45,585,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_-0.7854_29_0,0.062582,-0.061233,0.581663,0.716642,0.742981,0.779966,0.578435,0.855256,0.152205,0.981857,0.952822,0.937203,0.884027,1.045405,0.139268,0.729115,0.765912,0.768638,0.738793,0.788880,0.164200,-0.737117,nan,-0.778949,nan,nan,0.396598,0.38,563,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_-0.7854_36_1,-0.019838,0.061612,0.595878,0.650166,0.645575,0.753341,0.472758,0.807356,0.163942,1.128424,1.139362,1.149667,0.946376,1.293722,0.176768,0.741449,0.786631,0.793494,0.728901,0.813247,0.120445,-0.678609,nan,-0.819185,nan,nan,0.708254,0.41,647,162,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_-1.5708_32_1,0.022196,-0.019160,0.578801,0.824290,0.844238,0.896186,0.677491,0.960225,0.136051,1.033887,1.025258,0.999203,0.948896,1.120505,0.088326,0.800467,0.801580,0.803545,0.780411,0.820191,0.019602,-1.410210,nan,-1.553991,nan,nan,1.340710,0.39,784,167,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_-1.5708_36_0,0.022196,0.021226,0.704207,0.846386,0.856650,0.868984,0.678045,1.015969,0.158110,1.125730,1.115519,1.103467,1.030682,1.217186,0.101193,0.791150,0.792556,0.796915,0.770107,0.811235,0.020613,-1.396744,nan,-1.554920,nan,nan,1.340549,0.46,854,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_0.0000_14_1,-0.019838,-0.020847,0.590355,0.831984,0.847996,0.890739,0.670368,0.983654,0.147064,1.091777,1.083655,1.074882,1.007012,1.171893,0.089608,0.802443,0.803648,0.805348,0.783216,0.821717,0.019710,0.015919,nan,0.017200,nan,nan,0.020909,0.4,788,164,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_0.0000_30_0,-0.019838,0.021226,0.579306,0.732569,0.734253,0.735852,0.585103,0.880628,0.140464,1.016914,1.012138,1.003506,0.925161,1.106103,0.091313,0.780984,0.782365,0.784695,0.758840,0.802998,0.022244,0.001352,nan,0.001445,nan,nan,0.023248,0.39,749,167,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_0.7854_29_0,-0.019838,-0.020847,0.618080,0.647516,0.702566,0.768725,0.409907,0.866290,0.241098,1.008638,0.976181,0.957163,0.903204,1.088622,0.150386,0.666524,0.777838,0.781048,0.726803,0.799835,0.274039,0.624392,nan,0.791309,nan,nan,0.633643,0.41,433,175,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_0.7854_35_1,0.020548,0.019539,0.681437,0.697086,0.753480,0.819948,0.419711,0.920472,0.236493,1.066789,1.055806,1.056144,0.979372,1.139119,0.102332,0.734584,0.799272,0.806414,0.754336,0.819250,0.164495,0.665270,nan,0.806919,nan,nan,0.707371,0.45,609,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_1.5708_12_1,0.022196,0.021226,0.675271,0.769647,0.783315,0.828179,0.593445,0.942010,0.179149,1.141389,1.062080,1.027256,0.979483,1.236434,0.252602,0.820506,0.821034,0.821385,0.800854,0.839605,0.019438,1.540796,nan,1.559902,nan,nan,0.999772,0.44,794,183,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.0400_0.8000_1.5708_25_0,0.022196,0.061612,0.562425,0.897798,0.915828,0.973084,0.762436,1.024385,0.129877,1.085547,1.077351,1.063111,1.007661,1.164330,0.082694,0.811902,0.812184,0.811126,0.794804,0.830398,0.018066,1.497153,nan,1.542159,nan,nan,1.182807,0.38,832,166,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_-0.7854_29_1,0.022196,-0.020847,0.915815,0.417631,0.383277,0.346769,0.287209,0.546308,0.146635,1.535967,1.474010,1.364111,1.200272,1.864801,0.350775,0.195188,0.191140,0.179290,0.069135,0.320772,0.113166,-0.861870,nan,-1.196713,nan,nan,0.706364,0.56,236,211,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_-0.7854_38_0,-0.019838,0.021226,0.728175,0.405516,0.371694,0.333826,0.282858,0.536858,0.138229,1.284332,1.235606,1.170982,0.991758,1.596138,0.296629,0.245391,0.253963,0.270892,0.117078,0.360532,0.113514,-0.836749,nan,-0.896076,nan,nan,0.427580,0.48,222,184,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_-1.5708_21_1,0.020548,0.021226,0.850863,0.637508,0.606027,0.543452,0.423602,0.871071,0.207619,1.413188,1.358361,1.280818,1.153689,1.669912,0.275309,0.422448,0.434518,0.449577,0.328872,0.516025,0.099566,-0.663866,nan,-1.416075,nan,nan,1.302744,0.54,318,198,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_-1.5708_37_0,0.062582,0.021226,0.877732,0.582573,0.532727,0.458810,0.383133,0.812216,0.211053,1.446878,1.387515,1.298396,1.175496,1.716544,0.299540,0.404243,0.417550,0.436110,0.304735,0.501677,0.101309,1.451705,nan,1.517512,nan,nan,0.111333,0.55,316,204,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_0.0000_19_0,0.022196,0.021226,0.721137,0.521229,0.498608,0.447616,0.369606,0.689461,0.150511,1.036656,1.000720,0.953366,0.859693,1.214837,0.191423,0.145032,0.134236,0.084342,0.042915,0.245289,0.094790,0.011278,nan,0.012119,nan,nan,0.639227,0.47,202,185,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_0.0000_31_1,0.022196,-0.020847,0.940528,0.345273,0.331280,0.305206,0.255282,0.430643,0.095643,1.579867,1.525692,1.437872,1.235996,1.941079,0.351918,0.132223,0.117353,0.078327,0.039126,0.226132,0.091425,0.241029,nan,0.399152,nan,nan,0.710620,0.57,228,213,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_0.7854_11_1,0.022196,-0.020847,0.834024,0.279327,0.250978,0.230793,0.192977,0.358091,0.108892,1.459134,1.413559,1.371607,1.110542,1.801343,0.354095,0.161170,0.147738,0.089747,0.048378,0.275991,0.104025,0.569814,nan,1.081381,nan,nan,0.898747,0.54,200,190,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_0.7854_14_0,0.022196,0.021226,0.709967,0.364836,0.332170,0.289709,0.246362,0.497305,0.130187,1.116127,1.080929,0.996372,0.842912,1.379309,0.266529,0.106320,0.094373,0.055079,0.029920,0.183315,0.076216,0.009840,nan,0.788984,nan,nan,0.866685,0.47,186,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_1.5708_27_1,0.022196,-0.020847,0.853229,0.531151,0.494693,0.430015,0.354500,0.724763,0.178453,1.229282,1.191316,1.141242,0.994226,1.467151,0.257206,0.236076,0.244081,0.274010,0.100730,0.365292,0.121210,-0.982514,nan,-1.322448,nan,nan,0.976485,0.54,241,195,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.2000_1.5708_32_0,0.022196,-0.019160,0.823178,0.425158,0.385090,0.334730,0.280961,0.581432,0.160970,1.179151,1.143782,1.040464,0.913583,1.428424,0.268262,0.180095,0.179346,0.197353,0.058518,0.291679,0.104196,0.593853,nan,1.241445,nan,nan,1.060961,0.53,222,195,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.3500_-0.7854_18_1,0.020548,0.021226,0.761063,0.398892,0.368425,0.317939,0.268067,0.539773,0.138842,1.218787,1.164175,1.086137,0.946639,1.493156,0.288144,0.379406,0.390767,0.408981,0.292207,0.468393,0.092395,-0.779932,nan,-0.745534,nan,nan,0.169347,0.5,270,185,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.3500_-0.7854_19_0,0.022196,0.019539,0.782081,0.405205,0.372126,0.313657,0.264242,0.569987,0.148103,1.088041,1.045378,0.952669,0.838848,1.310019,0.258502,0.304744,0.317587,0.345455,0.185814,0.409686,0.104642,-0.775254,nan,-0.788340,nan,nan,0.446433,0.51,246,186,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.3500_-1.5708_15_1,0.022196,0.021226,0.737695,0.336020,0.327282,0.316642,0.250322,0.420154,0.087024,1.326200,1.291468,1.230786,1.064475,1.589108,0.268969,0.421944,0.431356,0.450438,0.335596,0.508903,0.088984,-1.203537,nan,-1.442065,nan,nan,1.170894,0.49,297,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.3500_-1.5708_21_0,0.022196,0.021226,0.827335,0.470581,0.435356,0.390798,0.326204,0.631686,0.156229,1.192800,1.160254,1.080605,0.975009,1.399395,0.232071,0.447024,0.454298,0.463520,0.373197,0.519529,0.075168,-0.889700,nan,-1.519351,nan,nan,1.316813,0.53,330,193,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.3500_0.0000_33_1,0.062582,0.021226,0.693229,0.244216,0.232340,0.216559,0.180405,0.302069,0.072334,1.517585,1.508427,1.483875,1.209583,1.841867,0.290279,0.267603,0.271431,0.290283,0.132030,0.397056,0.125320,-0.095295,nan,-0.115011,nan,nan,0.350599,0.46,238,184,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.3500_0.0000_34_0,-0.019838,0.021226,0.648990,0.590149,0.597032,0.644603,0.431646,0.737707,0.143806,0.895238,0.859219,0.822791,0.760042,1.033618,0.154411,0.252187,0.257204,0.263560,0.149358,0.351629,0.099382,0.113192,nan,0.100805,nan,nan,0.263586,0.41,222,191,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.3500_0.7854_16_1,-0.019838,-0.020847,0.737108,0.604575,0.610011,0.630932,0.465262,0.740497,0.132166,0.872256,0.853007,0.833831,0.772096,0.961610,0.116925,0.308403,0.314951,0.327321,0.223093,0.391766,0.086592,0.846903,nan,0.849874,nan,nan,0.185172,0.48,247,185,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.3500_0.7854_20_0,0.022196,0.021226,0.717458,0.472810,0.439844,0.387557,0.322008,0.640960,0.155009,1.099737,1.060105,0.991021,0.879680,1.316311,0.233021,0.322453,0.330401,0.341115,0.221313,0.423795,0.103204,0.576621,nan,0.577289,nan,nan,0.224979,0.47,259,188,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.3500_1.5708_25_1,0.022196,0.061612,0.794478,0.273292,0.263338,0.251520,0.211177,0.331869,0.067734,1.429046,1.393971,1.341482,1.115035,1.762946,0.314381,0.408620,0.412023,0.410595,0.320974,0.503795,0.093605,-1.301442,nan,-1.458442,nan,nan,1.086079,0.52,290,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
