#
# [ASteCA v0.4.3-dev]
#
# Created:  [2022-06-13 10:42:06]
# Modified: [2022-06-13 16:10:26]
#
# NAME     : Cluster's name
# c_x      : x center coordinate
# c_y      : y center coordinate
# r_cl     : radius
# r_c      : Core radius (King profile)
# r_t      : Tidal radius (King profile)
# ell      : Ellipticity
# theta    : Rotation angle
# CI       : Contamination index
# n_memb_k : Number of members obtained integrating the fitted King profile
# n_memb   : Number of members assuming a uniform background
# a_f      : Fraction of cluster's area that is present in frame
#
# Parameter values are in the sense: mean, median, mode, 16th percentile,
# 84th percentile, and STDDEV.
#
# M  : total initial mass
# z  : metallicity
# a  : log(age)
# bf : binary fraction
# B  : beta
# Av : Visual absorption
# DR : differential reddening
# Rv : ratio of total to selective absorption
# dm : distance modulus
#
NAME,c_x,c_y,r_cl,r_c_mean,r_c_median,r_c_mode,r_c_16th,r_c_84th,r_c_std,r_t_mean,r_t_median,r_t_mode,r_t_16th,r_t_84th,r_t_std,ell_mean,ell_median,ell_mode,ell_16th,ell_84th,ell_std,theta_mean,theta_median,theta_mode,theta_16th,theta_84th,theta_std,CI,n_memb_k,n_memb,a_f,M_mean,M_median,M_mode,M_16th,M_84th,M_std,z_mean,z_median,z_mode,z_16th,z_84th,z_std,a_mean,a_median,a_mode,a_16th,a_84th,a_std,bf_mean,bf_median,bf_mode,bf_16th,bf_84th,bf_std,B_mean,B_median,B_mode,B_16th,B_84th,B_std,Av_mean,Av_median,Av_mode,Av_16th,Av_84th,Av_std,DR_mean,DR_median,DR_mode,DR_16th,DR_84th,DR_std,Rv_mean,Rv_median,Rv_mode,Rv_16th,Rv_84th,Rv_std,dm_mean,dm_median,dm_mode,dm_16th,dm_84th,dm_std
KP_synth_1/0.2775_0.3500_1.5708_37_0,0.022196,-0.020847,0.849032,0.509682,0.468320,0.421813,0.346400,0.681820,0.176303,1.357124,1.318399,1.270128,1.122432,1.603948,0.258894,0.493234,0.498809,0.509582,0.418741,0.570625,0.078583,1.166703,nan,1.480735,nan,nan,1.252962,0.53,377,203,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_-0.7854_20_0,0.022196,-0.020847,0.742368,0.535847,0.514232,0.435175,0.376381,0.720076,0.159073,0.999163,0.949081,0.911756,0.847994,1.158602,0.182661,0.404172,0.416469,0.434126,0.323883,0.480393,0.081468,-0.712899,nan,-0.717229,nan,nan,0.426793,0.49,269,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_-0.7854_32_1,0.022196,-0.020847,0.817357,0.335238,0.309474,0.281975,0.223029,0.442734,0.122802,1.427783,1.389510,1.331119,1.134368,1.722657,0.302275,0.401778,0.432962,0.461677,0.278166,0.508700,0.120453,-0.777328,nan,-1.009563,nan,nan,0.886097,0.52,305,199,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_-1.5708_16_1,0.022196,-0.061233,0.765610,0.669758,0.655849,0.605077,0.498796,0.849000,0.168455,1.133767,1.120102,1.119886,0.985043,1.260962,0.154925,0.613076,0.616372,0.620263,0.560014,0.665541,0.052454,1.327144,nan,1.515846,nan,nan,1.260895,0.5,472,186,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_-1.5708_32_0,-0.019838,0.021226,0.704707,0.590525,0.583383,0.557121,0.426133,0.754493,0.152019,1.014588,0.991474,0.965532,0.864780,1.159206,0.156753,0.530956,0.534779,0.540137,0.472116,0.591765,0.060359,-1.253136,nan,-1.497619,nan,nan,1.257778,0.46,380,188,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_0.0000_12_1,0.022196,0.021226,0.606446,0.479801,0.457003,0.385840,0.320557,0.655625,0.154087,0.970515,0.921277,0.860379,0.784019,1.153129,0.209110,0.458452,0.462980,0.469995,0.390931,0.528485,0.071714,-0.095234,nan,-0.090602,nan,nan,0.098911,0.41,284,171,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_0.0000_29_0,0.062582,0.021226,0.570657,0.309806,0.285742,0.256341,0.215322,0.415480,0.103288,0.789247,0.752064,0.703172,0.633380,0.940582,0.174020,0.263595,0.269521,0.276462,0.156515,0.368280,0.103861,-0.238700,nan,-0.216266,nan,nan,0.227985,0.38,210,170,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_0.7854_32_0,0.022196,0.021226,0.829765,0.555022,0.526190,0.453245,0.387243,0.744798,0.165925,1.104962,1.061266,0.999187,0.918613,1.294395,0.205625,0.539239,0.542410,0.549159,0.484758,0.593344,0.056111,0.840837,nan,0.848660,nan,nan,0.074367,0.52,407,202,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_0.7854_38_1,0.022196,0.021226,0.745084,0.496008,0.495407,0.496992,0.272299,0.707805,0.192299,1.069181,1.017294,0.931257,0.869695,1.294118,0.214277,0.409787,0.474854,0.495316,0.132498,0.540829,0.172939,0.650004,nan,0.857911,nan,nan,0.783671,0.47,297,197,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_1.5708_13_1,0.022196,-0.020847,0.704643,0.510644,0.499353,0.417214,0.350387,0.674609,0.149401,0.968000,0.943880,0.894856,0.821293,1.125235,0.153786,0.521900,0.526214,0.531944,0.465878,0.579504,0.061782,-1.025876,nan,-1.522729,nan,nan,1.328274,0.46,367,185,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.5000_1.5708_19_0,0.022196,0.021226,0.693067,0.508728,0.492908,0.431615,0.363393,0.660085,0.145295,1.084456,1.055788,1.000918,0.896968,1.268108,0.196250,0.487508,0.489440,0.491243,0.416757,0.559564,0.070332,0.006456,nan,-1.491916,nan,nan,1.364593,0.46,335,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_-0.7854_23_0,0.022196,0.019539,0.581785,0.458882,0.440651,0.406328,0.344152,0.578467,0.118028,0.947310,0.933614,0.924046,0.805058,1.085020,0.144692,0.630757,0.633427,0.636130,0.584731,0.676463,0.045961,-0.858499,nan,-0.860819,nan,nan,0.052697,0.4,430,162,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_-0.7854_39_1,0.022196,0.019539,0.656154,0.461521,0.466810,0.457427,0.305938,0.641163,0.171470,0.933635,0.886425,0.843009,0.786016,1.084627,0.179715,0.515718,0.555863,0.567713,0.472712,0.604524,0.140908,-0.754498,nan,-0.862471,nan,nan,0.588682,0.43,325,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_-1.5708_13_1,0.022196,-0.020847,0.740165,0.665454,0.657612,0.555828,0.483131,0.853195,0.171499,1.107964,1.098552,1.063802,0.984248,1.230784,0.126551,0.717390,0.720268,0.723899,0.684034,0.749102,0.032508,1.239574,nan,1.551009,nan,nan,1.336771,0.49,624,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_-1.5708_27_0,-0.019838,0.061612,0.628734,0.730822,0.740668,0.778098,0.586698,0.865326,0.131262,0.953126,0.946659,0.933183,0.869489,1.044762,0.097161,0.689540,0.695193,0.699938,0.658678,0.727511,0.065033,-1.135727,nan,-1.514576,nan,nan,1.340101,0.42,531,172,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_0.0000_19_1,0.022196,-0.020847,0.579780,0.643514,0.644208,0.630440,0.488049,0.797477,0.146105,0.996055,0.977008,0.933830,0.867980,1.126243,0.135556,0.686521,0.687377,0.688832,0.650961,0.723391,0.036447,-0.022250,nan,-0.019885,nan,nan,0.040063,0.39,502,167,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_0.0000_26_0,0.022196,0.021226,0.607083,0.628201,0.632554,0.672551,0.481271,0.770813,0.137065,0.905311,0.882329,0.854941,0.800299,1.008714,0.119526,0.617418,0.619686,0.622607,0.576070,0.658974,0.042146,-0.042202,nan,-0.044314,nan,nan,0.050157,0.41,401,168,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_0.7854_12_1,-0.019838,-0.020847,0.615440,0.538841,0.539293,0.548537,0.360522,0.715230,0.166302,1.002408,0.966804,0.915589,0.858726,1.204935,0.152463,0.665282,0.678104,0.682192,0.631125,0.713992,0.060379,0.783568,nan,0.862625,nan,nan,0.590322,0.41,464,171,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_0.7854_37_0,0.062582,0.021226,0.697946,0.512180,0.513651,0.514537,0.282037,0.721673,0.193124,1.018286,0.974563,0.937797,0.852645,1.192160,0.208128,0.570995,0.651521,0.670806,0.317735,0.693855,0.193925,0.673747,nan,0.883850,nan,nan,0.808962,0.46,381,183,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_1.5708_34_0,0.022196,-0.020847,0.606257,0.514421,0.506493,0.491977,0.373439,0.668800,0.157491,1.150857,1.122828,1.080774,0.974797,1.339212,0.178840,0.703336,0.738661,0.743064,0.705015,0.767307,0.160427,-1.275027,nan,-1.552611,nan,nan,1.220768,0.4,557,174,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.6500_1.5708_38_1,0.022196,-0.020847,0.791080,0.549709,0.529452,0.476543,0.402659,0.710674,0.146001,1.033504,1.002786,0.949272,0.888371,1.186996,0.158567,0.686625,0.687696,0.688449,0.655828,0.718867,0.032782,-0.016672,nan,-1.547401,nan,nan,1.387506,0.5,606,201,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_-0.7854_29_1,0.022196,-0.020847,0.568343,0.378949,0.360437,0.329210,0.285297,0.476628,0.100443,0.996852,0.981033,0.951799,0.848733,1.146510,0.151202,0.766845,0.768805,0.772306,0.741997,0.791400,0.024681,-0.815102,nan,-0.817183,nan,nan,0.027157,0.37,722,174,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_-0.7854_35_0,0.022196,-0.020847,0.606692,0.447098,0.488147,0.544587,0.133916,0.686386,0.234641,1.067554,1.015616,0.983707,0.913567,1.227276,0.191525,0.583351,0.787059,0.796607,0.066385,0.812570,0.328840,-0.375246,nan,-0.799687,nan,nan,0.929910,0.4,377,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_-1.5708_35_0,0.022196,-0.019160,0.597334,0.551459,0.535207,0.512112,0.403632,0.704349,0.146013,1.044232,1.020940,0.967367,0.909626,1.181172,0.140428,0.805813,0.806626,0.808510,0.786105,0.825517,0.019669,-1.395322,nan,-1.546329,nan,nan,1.340584,0.4,830,168,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_-1.5708_37_1,0.022196,0.021226,0.584788,0.590306,0.579975,0.546878,0.443173,0.748786,0.140229,0.948738,0.926839,0.905533,0.848890,1.048968,0.111434,0.784552,0.785871,0.788175,0.764934,0.803222,0.019773,-1.384393,nan,-1.547529,nan,nan,1.340429,0.38,780,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_0.0000_23_1,0.022196,0.021226,0.562754,0.535334,0.524055,0.473633,0.398537,0.679408,0.129956,0.871191,0.855820,0.830242,0.789192,0.957358,0.089491,0.746446,0.747768,0.751305,0.720235,0.771853,0.025519,0.001408,nan,0.001564,nan,nan,0.028704,0.37,649,170,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_0.0000_37_0,0.062582,0.021226,0.518568,0.582854,0.589050,0.607463,0.463615,0.697087,0.108935,0.817952,0.805816,0.791933,0.746140,0.891927,0.077117,0.760283,0.761329,0.763202,0.735292,0.784506,0.024217,-0.014219,nan,-0.014231,nan,nan,0.023823,0.33,690,176,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_0.7854_30_0,0.022196,0.021226,0.568760,0.472920,0.516382,0.572959,0.133788,0.679788,0.211227,0.852380,0.821134,0.801004,0.747724,0.943788,0.146787,0.617571,0.748729,0.753418,0.117252,0.774106,0.274685,0.551121,nan,0.781124,nan,nan,0.750628,0.38,375,171,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_0.7854_36_1,-0.019838,-0.020847,0.573903,0.397513,0.383788,0.368942,0.269778,0.536450,0.142319,0.967981,0.945500,0.909350,0.800611,1.129799,0.170843,0.685015,0.757280,0.763111,0.721046,0.783537,0.226594,0.672229,nan,0.781776,nan,nan,0.464022,0.38,525,173,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_1.5708_10_0,0.022196,0.021226,0.602281,0.571925,0.550281,0.505403,0.425218,0.726114,0.146727,1.049391,1.033564,1.011155,0.934097,1.161358,0.120609,0.801161,0.801349,0.800799,0.782392,0.819783,0.019142,-1.404569,nan,-1.555383,nan,nan,1.340561,0.41,831,168,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.2775_0.8000_1.5708_23_1,0.022196,-0.019160,0.583705,0.656959,0.644135,0.590877,0.500125,0.833246,0.153909,1.053612,1.034524,1.014422,0.942139,1.160956,0.121486,0.815954,0.816869,0.818407,0.796218,0.835498,0.019256,0.004424,nan,1.559020,nan,nan,1.404924,0.39,886,169,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.5150_0.2000_-0.7854_19_1,0.022196,-0.019160,0.694558,0.299316,0.277488,0.260109,0.214403,0.381820,0.097511,1.125338,1.087689,1.011100,0.860113,1.397736,0.269777,0.151095,0.143368,0.130708,0.051993,0.245006,0.093308,-0.687752,nan,-0.950367,nan,nan,0.701070,0.45,202,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.5150_0.2000_-0.7854_22_0,0.022196,-0.020847,0.718839,0.358977,0.327044,0.291143,0.249556,0.491465,0.119632,1.024369,0.973554,0.868828,0.741246,1.304146,0.290509,0.244423,0.253878,0.278975,0.122299,0.359324,0.110951,-0.665331,nan,-0.732775,nan,nan,0.399786,0.48,214,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.5150_0.2000_-1.5708_12_0,0.022196,-0.020847,0.706250,0.247898,0.235327,0.217583,0.177717,0.315610,0.075696,1.050979,1.012683,0.937566,0.792929,1.317949,0.264050,0.185428,0.182345,0.182663,0.070375,0.294250,0.102350,1.012774,nan,1.177269,nan,nan,0.631975,0.46,210,186,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.5150_0.2000_-1.5708_26_1,0.022196,0.021226,0.752731,0.342905,0.319072,0.293002,0.240801,0.442611,0.115449,1.270100,1.230019,1.159317,0.986221,1.571869,0.285265,0.260378,0.267761,0.282318,0.135822,0.379562,0.113595,-1.090282,nan,-1.350653,nan,nan,0.996759,0.5,229,184,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.5150_0.2000_0.0000_13_1,0.022196,0.021226,0.587393,0.209550,0.190669,0.171598,0.145778,0.277771,0.073125,0.864374,0.818794,0.684083,0.607437,1.126652,0.258727,0.122437,0.110788,0.068144,0.034354,0.209224,0.083209,-0.312700,nan,-0.500616,nan,nan,0.693065,0.4,162,162,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.5150_0.2000_0.0000_22_0,0.022196,-0.019160,0.588823,0.418657,0.423648,0.459066,0.289738,0.541133,0.113257,0.701917,0.664971,0.629832,0.597246,0.809246,0.131276,0.128350,0.118343,0.062903,0.034462,0.220835,0.086984,0.154772,nan,0.197909,nan,nan,0.553570,0.39,169,174,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.5150_0.2000_0.7854_24_1,0.022196,0.021226,0.723963,0.192655,0.185762,0.175295,0.151158,0.234824,0.045398,1.440585,1.420783,1.385179,1.123133,1.768024,0.306430,0.125324,0.108968,0.057455,0.032613,0.221736,0.090019,0.357783,nan,0.741867,nan,nan,0.800048,0.47,205,189,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth_1/0.5150_0.2000_0.7854_27_0,0.022196,0.021226,0.737669,0.247934,0.223196,0.203887,0.177583,0.318909,0.086864,1.109878,1.075979,1.029188,0.781289,1.433142,0.318700,0.165743,0.160567,0.104394,0.052733,0.272016,0.101297,0.486305,nan,0.555433,nan,nan,0.536538,0.48,199,186,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
