#
# [ASteCA v0.4.3-dev]
#
# Created:  [2022-06-12 14:52:54]
# Modified: [2022-06-12 20:15:15]
#
# NAME     : Cluster's name
# c_x      : x center coordinate
# c_y      : y center coordinate
# r_cl     : radius
# r_c      : Core radius (King profile)
# r_t      : Tidal radius (King profile)
# ell      : Ellipticity
# theta    : Rotation angle
# CI       : Contamination index
# n_memb_k : Number of members obtained integrating the fitted King profile
# n_memb   : Number of members assuming a uniform background
# a_f      : Fraction of cluster's area that is present in frame
#
# Parameter values are in the sense: mean, median, mode, 16th percentile,
# 84th percentile, and STDDEV.
#
# M  : total initial mass
# z  : metallicity
# a  : log(age)
# bf : binary fraction
# B  : beta
# Av : Visual absorption
# DR : differential reddening
# Rv : ratio of total to selective absorption
# dm : distance modulus
#
NAME,c_x,c_y,r_cl,r_c_mean,r_c_median,r_c_mode,r_c_16th,r_c_84th,r_c_std,r_t_mean,r_t_median,r_t_mode,r_t_16th,r_t_84th,r_t_std,ell_mean,ell_median,ell_mode,ell_16th,ell_84th,ell_std,theta_mean,theta_median,theta_mode,theta_16th,theta_84th,theta_std,CI,n_memb_k,n_memb,a_f,M_mean,M_median,M_mode,M_16th,M_84th,M_std,z_mean,z_median,z_mode,z_16th,z_84th,z_std,a_mean,a_median,a_mode,a_16th,a_84th,a_std,bf_mean,bf_median,bf_mode,bf_16th,bf_84th,bf_std,B_mean,B_median,B_mode,B_16th,B_84th,B_std,Av_mean,Av_median,Av_mode,Av_16th,Av_84th,Av_std,DR_mean,DR_median,DR_mode,DR_16th,DR_84th,DR_std,Rv_mean,Rv_median,Rv_mode,Rv_16th,Rv_84th,Rv_std,dm_mean,dm_median,dm_mode,dm_16th,dm_84th,dm_std
KP_synth/0.0400_0.6500_0.7854_48_1,-0.021701,-0.021000,0.678325,0.684501,0.693611,0.682070,0.465763,0.913508,0.217761,1.128903,1.105445,1.087963,0.983125,1.263642,0.165777,0.570138,0.624576,0.637041,0.553611,0.668482,0.172750,0.626747,nan,0.723070,nan,nan,0.566888,0.45,389,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.6500_1.5708_30_0,-0.021701,0.021055,0.636910,0.785296,0.805030,0.830586,0.672205,0.888138,0.112246,0.943014,0.936152,0.921598,0.870722,1.012971,0.074058,0.623288,0.624652,0.626489,0.588045,0.659566,0.036744,0.030282,nan,1.543583,nan,nan,1.381161,0.42,440,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.6500_1.5708_41_1,-0.021701,0.021055,0.612763,0.740393,0.755298,0.787909,0.622323,0.851588,0.113429,0.916384,0.912150,0.908983,0.844247,0.984714,0.074447,0.616628,0.617953,0.621597,0.578695,0.655460,0.038171,-1.353339,nan,-1.520788,nan,nan,1.261644,0.4,446,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_-0.7854_21_1,-0.021701,0.021055,0.519721,0.521460,0.539260,0.547564,0.295013,0.751739,0.219876,0.996919,0.980514,0.963791,0.880251,1.113889,0.138844,0.675410,0.787501,0.790562,0.728892,0.812561,0.275070,-0.591106,nan,-0.750914,nan,nan,0.660738,0.33,503,174,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_-0.7854_27_0,-0.021701,0.021055,0.571875,0.626018,0.638632,0.653341,0.464361,0.802960,0.175255,0.960762,0.940547,0.911179,0.864946,1.061630,0.107076,0.725832,0.763393,0.769034,0.731876,0.787353,0.165034,-0.746634,nan,-0.786885,nan,nan,0.397145,0.36,626,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_-1.5708_29_1,-0.021701,0.021055,0.629524,0.801195,0.811738,0.860117,0.681559,0.917690,0.115154,0.984652,0.978032,0.969044,0.918619,1.052793,0.069066,0.745084,0.746742,0.748709,0.721394,0.769030,0.024504,-1.467723,nan,-1.553759,nan,nan,1.264060,0.42,650,173,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_-1.5708_40_0,-0.021701,0.021055,0.556831,0.657266,0.647501,0.619025,0.506581,0.817174,0.143341,0.984830,0.974024,0.960631,0.892886,1.076807,0.098574,0.750052,0.751805,0.754857,0.725254,0.775477,0.025717,0.005943,nan,1.554479,nan,nan,1.398101,0.36,696,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_0.0000_44_1,-0.062098,-0.021000,0.623521,0.703014,0.700671,0.690935,0.543831,0.864378,0.151030,1.074117,1.059267,1.042942,0.980727,1.163680,0.103110,0.799230,0.799937,0.800393,0.782395,0.816443,0.017838,-0.011424,nan,-0.010067,nan,nan,0.020250,0.41,853,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_0.0000_48_0,-0.062098,-0.021000,0.665130,0.769935,0.775867,0.789442,0.635773,0.905077,0.128785,1.007410,0.997794,0.982993,0.936611,1.078918,0.076241,0.784741,0.785630,0.787432,0.765504,0.803570,0.018987,0.021438,nan,0.022335,nan,nan,0.020885,0.43,823,185,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_0.7854_20_0,-0.021701,-0.021000,0.640246,0.616910,0.681051,0.756280,0.183246,0.894091,0.286010,1.157709,1.105541,1.083147,0.991592,1.326909,0.223448,0.629317,0.803788,0.810417,0.032085,0.825752,0.329933,0.491589,nan,0.779004,nan,nan,0.771717,0.42,389,176,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_0.7854_30_1,-0.021701,-0.021000,0.654999,0.833424,0.860489,0.923103,0.647930,1.014815,0.184164,1.150126,1.136734,1.116062,1.057631,1.253279,0.097682,0.816309,0.829114,0.832620,0.809081,0.845630,0.059587,0.727297,nan,0.769434,nan,nan,0.408857,0.44,854,170,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_1.5708_21_0,-0.021701,-0.021000,0.570071,0.631977,0.663248,0.707509,0.481616,0.795394,0.179351,0.951063,0.932694,0.920106,0.859617,1.036011,0.103789,0.693231,0.728290,0.733034,0.696238,0.754598,0.156457,1.275604,nan,1.546458,nan,nan,1.222360,0.37,517,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.8000_1.5708_36_1,-0.021701,0.061452,0.595105,0.819026,0.837356,0.881542,0.671493,0.950710,0.133274,1.042781,1.034410,1.022934,0.962383,1.119755,0.082268,0.768967,0.769566,0.771460,0.746959,0.792040,0.026720,1.479013,nan,1.550260,nan,nan,1.264516,0.39,725,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_-0.7854_38_1,-0.021701,0.021055,0.644409,0.629983,0.639676,0.672956,0.509655,0.746026,0.116614,0.850581,0.832609,0.819098,0.764722,0.923776,0.106669,0.121568,0.108466,0.066079,0.031815,0.210889,0.085938,-0.259537,nan,-0.372476,nan,nan,0.619158,0.43,185,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_-0.7854_42_0,-0.021701,0.021055,0.634739,0.523317,0.516920,0.494893,0.383756,0.665191,0.127857,0.859084,0.832666,0.798441,0.749253,0.969592,0.126011,0.221033,0.228761,0.250149,0.101955,0.329978,0.110240,-0.872661,nan,-0.998614,nan,nan,0.629843,0.42,213,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_-1.5708_35_0,-0.062098,-0.021000,0.636937,0.500594,0.488272,0.438756,0.353756,0.654760,0.142879,0.906169,0.879593,0.847305,0.788626,1.030583,0.134148,0.196269,0.196878,0.208092,0.075036,0.308856,0.106801,0.997816,nan,1.198347,nan,nan,0.756470,0.43,203,174,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_-1.5708_35_1,-0.021701,-0.061398,0.629485,0.493041,0.477787,0.427353,0.343737,0.656021,0.147620,0.874547,0.854459,0.836489,0.761681,0.982129,0.129261,0.206213,0.209692,0.229898,0.081195,0.322090,0.107628,-0.265092,nan,-1.315614,nan,nan,1.206799,0.41,219,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_0.0000_22_0,-0.021701,-0.021000,0.641367,0.572196,0.579808,0.604640,0.444116,0.691096,0.119210,0.803118,0.783921,0.759325,0.714577,0.884253,0.104005,0.136066,0.123642,0.075511,0.041853,0.233501,0.090027,0.001049,nan,-0.007513,nan,nan,0.555782,0.42,189,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_0.0000_34_1,0.020345,-0.061398,0.660502,0.586191,0.581611,0.531178,0.423797,0.752506,0.152740,0.972877,0.947894,0.909023,0.829551,1.115455,0.153042,0.324234,0.328181,0.334232,0.236534,0.413654,0.091262,0.195317,nan,0.197062,nan,nan,0.194599,0.44,245,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_0.7854_37_1,-0.021701,-0.021000,0.649809,0.615972,0.612715,0.620677,0.438331,0.791797,0.166708,1.017807,0.998489,0.961135,0.868679,1.163722,0.154904,0.351627,0.359720,0.369887,0.263065,0.444784,0.095631,0.587816,nan,0.586076,nan,nan,0.206862,0.43,263,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_0.7854_44_0,-0.021701,-0.021000,0.646154,0.589111,0.587058,0.573233,0.443853,0.733530,0.138223,0.909864,0.880683,0.847055,0.784373,1.033462,0.142465,0.224950,0.230670,0.252564,0.108974,0.333765,0.105355,0.604672,nan,0.594391,nan,nan,0.318603,0.43,208,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_1.5708_44_0,-0.021701,0.021055,0.659584,0.621190,0.625250,0.634483,0.485379,0.756043,0.129696,0.893385,0.869713,0.841076,0.792037,0.986257,0.119741,0.194845,0.199219,0.222187,0.084023,0.295862,0.098432,0.896512,nan,0.998976,nan,nan,0.551013,0.43,212,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.2000_1.5708_44_1,-0.021701,0.019397,0.712786,0.412832,0.385187,0.347189,0.288091,0.550648,0.132155,1.000225,0.964955,0.906439,0.821682,1.174981,0.194490,0.173635,0.169703,0.166439,0.065365,0.276607,0.097942,0.791160,nan,0.957416,nan,nan,0.689750,0.48,200,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_-0.7854_34_0,-0.020052,-0.021000,0.656368,0.488526,0.479507,0.400063,0.328660,0.656130,0.148633,0.860408,0.832108,0.805910,0.746232,0.976158,0.137896,0.241440,0.249423,0.264915,0.132459,0.344300,0.101992,-0.770281,nan,-0.817234,nan,nan,0.297706,0.43,220,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_-0.7854_45_1,0.020345,-0.021000,0.641020,0.454452,0.429462,0.394310,0.317794,0.603847,0.141572,0.957414,0.929193,0.897938,0.823823,1.090644,0.154910,0.378258,0.385871,0.407235,0.290050,0.461947,0.086116,-0.811573,nan,-0.807941,nan,nan,0.131758,0.41,281,184,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_-1.5708_24_0,-0.021701,-0.021000,0.607325,0.595799,0.594280,0.599888,0.425773,0.759317,0.149695,0.902680,0.883186,0.863224,0.797241,1.009962,0.121004,0.346829,0.360588,0.384760,0.259070,0.433911,0.091891,1.267792,nan,1.424227,nan,nan,1.021696,0.4,257,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_-1.5708_41_1,-0.062098,0.021055,0.630215,0.483060,0.461109,0.427245,0.349194,0.638369,0.135687,0.909770,0.889670,0.863046,0.777811,1.030920,0.140814,0.300277,0.308489,0.320676,0.220319,0.380328,0.086717,-1.156784,nan,-1.454248,nan,nan,1.120273,0.41,254,183,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_0.0000_41_0,-0.021701,0.021055,0.644646,0.568824,0.563340,0.550413,0.410203,0.728734,0.149855,0.933864,0.914097,0.889922,0.811381,1.052915,0.136855,0.373764,0.378081,0.379768,0.284643,0.465134,0.091162,-0.010006,nan,0.019180,nan,nan,0.141521,0.43,270,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_0.0000_49_1,-0.021701,0.019397,0.640094,0.601040,0.607735,0.629541,0.469221,0.722378,0.122714,0.843034,0.826951,0.809025,0.747955,0.933178,0.110847,0.284806,0.290398,0.297340,0.189315,0.382703,0.096238,0.111361,nan,0.122630,nan,nan,0.205554,0.42,232,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_0.7854_36_1,-0.062098,-0.021000,0.643543,0.400130,0.370726,0.335455,0.278039,0.529837,0.132875,0.988146,0.954314,0.901155,0.806434,1.166382,0.196420,0.302471,0.312737,0.327472,0.195813,0.408389,0.108624,0.586173,nan,0.614918,nan,nan,0.290291,0.43,237,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_0.7854_47_0,-0.021701,-0.021000,0.657909,0.517283,0.521674,0.549727,0.394102,0.635773,0.115557,0.776640,0.760270,0.741004,0.679378,0.862843,0.109583,0.185014,0.188681,0.203656,0.073275,0.285939,0.096970,0.733588,nan,0.815420,nan,nan,0.491381,0.43,205,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_1.5708_25_1,-0.021701,-0.021000,0.602210,0.621734,0.624454,0.637597,0.481789,0.760083,0.130987,0.862187,0.848014,0.833201,0.781957,0.941112,0.087683,0.357893,0.364348,0.377941,0.288571,0.426808,0.072670,0.000326,nan,1.454375,nan,nan,1.330968,0.39,267,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.3500_1.5708_30_0,-0.062098,0.021055,0.631307,0.310547,0.290250,0.267243,0.220296,0.403405,0.098518,0.896177,0.861059,0.814559,0.746802,1.034684,0.173142,0.162019,0.155524,0.142883,0.060827,0.263760,0.094457,-0.738318,nan,-1.170227,nan,nan,0.935202,0.41,202,184,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.5000_-0.7854_20_1,-0.020052,-0.021000,0.561022,0.556984,0.567198,0.562806,0.399101,0.725861,0.164500,0.893151,0.869240,0.848731,0.791631,0.980001,0.127247,0.488165,0.504336,0.517052,0.417787,0.560086,0.082187,-0.738821,nan,-0.824624,nan,nan,0.582690,0.37,305,172,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.5000_-0.7854_24_0,-0.062098,0.021055,0.547031,0.590102,0.597759,0.620523,0.485736,0.689552,0.099874,0.756220,0.748880,0.740417,0.688411,0.823800,0.071184,0.367897,0.373653,0.383690,0.295022,0.441366,0.073864,-0.764682,nan,-0.771217,nan,nan,0.123811,0.34,282,188,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.5000_-1.5708_23_1,-0.021701,0.021055,0.579374,0.571238,0.567174,0.545868,0.441492,0.702622,0.122971,0.829313,0.820213,0.812868,0.748338,0.905642,0.083948,0.416911,0.420438,0.429632,0.355027,0.476684,0.062431,1.292869,nan,1.434100,nan,nan,1.088447,0.36,312,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.5000_-1.5708_29_0,-0.021701,0.061452,0.667751,0.547062,0.531023,0.474451,0.396394,0.704033,0.147118,0.923991,0.909919,0.898416,0.814312,1.031891,0.114957,0.460350,0.463134,0.463687,0.388962,0.532934,0.071184,0.812401,nan,1.443574,nan,nan,1.318371,0.44,327,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.5000_0.0000_21_0,-0.021701,0.019397,0.606824,0.579260,0.571066,0.529725,0.423810,0.742785,0.146746,0.915337,0.903103,0.889062,0.807101,1.026518,0.113687,0.533826,0.538509,0.544666,0.480773,0.586748,0.054078,0.080875,nan,0.075251,nan,nan,0.063900,0.39,387,185,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.5000_0.0000_41_1,-0.062098,0.021055,0.673455,0.749034,0.758279,0.796785,0.599252,0.893132,0.139634,0.989088,0.980270,0.973713,0.896986,1.077158,0.098457,0.538963,0.543765,0.554981,0.483133,0.593726,0.056328,0.066522,nan,0.061371,nan,nan,0.061742,0.44,377,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
