#
# [ASteCA v0.4.3-dev]
#
# Created:  [2022-06-12 14:52:54]
# Modified: [2022-06-12 20:15:15]
#
# NAME     : Cluster's name
# c_x      : x center coordinate
# c_y      : y center coordinate
# r_cl     : radius
# r_c      : Core radius (King profile)
# r_t      : Tidal radius (King profile)
# ell      : Ellipticity
# theta    : Rotation angle
# CI       : Contamination index
# n_memb_k : Number of members obtained integrating the fitted King profile
# n_memb   : Number of members assuming a uniform background
# a_f      : Fraction of cluster's area that is present in frame
#
# Parameter values are in the sense: mean, median, mode, 16th percentile,
# 84th percentile, and STDDEV.
#
# M  : total initial mass
# z  : metallicity
# a  : log(age)
# bf : binary fraction
# B  : beta
# Av : Visual absorption
# DR : differential reddening
# Rv : ratio of total to selective absorption
# dm : distance modulus
#
NAME,c_x,c_y,r_cl,r_c_mean,r_c_median,r_c_mode,r_c_16th,r_c_84th,r_c_std,r_t_mean,r_t_median,r_t_mode,r_t_16th,r_t_84th,r_t_std,ell_mean,ell_median,ell_mode,ell_16th,ell_84th,ell_std,theta_mean,theta_median,theta_mode,theta_16th,theta_84th,theta_std,CI,n_memb_k,n_memb,a_f,M_mean,M_median,M_mode,M_16th,M_84th,M_std,z_mean,z_median,z_mode,z_16th,z_84th,z_std,a_mean,a_median,a_mode,a_16th,a_84th,a_std,bf_mean,bf_median,bf_mode,bf_16th,bf_84th,bf_std,B_mean,B_median,B_mode,B_16th,B_84th,B_std,Av_mean,Av_median,Av_mode,Av_16th,Av_84th,Av_std,DR_mean,DR_median,DR_mode,DR_16th,DR_84th,DR_std,Rv_mean,Rv_median,Rv_mode,Rv_16th,Rv_84th,Rv_std,dm_mean,dm_median,dm_mode,dm_16th,dm_84th,dm_std
KP_synth/0.0400_0.3500_-0.7854_46_1,-0.021701,0.021055,0.702149,0.605381,0.614243,0.678307,0.446345,0.756568,0.143550,0.868914,0.850936,0.834784,0.773681,0.964159,0.105641,0.201177,0.203236,0.224744,0.087756,0.308768,0.102720,-0.883882,nan,-0.943910,nan,nan,0.392235,0.47,201,175,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.3500_-0.7854_49_0,-0.021701,0.021055,0.658597,0.513796,0.509201,0.506847,0.375321,0.653743,0.129688,0.857039,0.837655,0.811834,0.747368,0.965134,0.120455,0.206692,0.209056,0.217887,0.094507,0.312898,0.102551,-0.788493,nan,-0.869228,nan,nan,0.405625,0.43,214,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.3500_-1.5708_28_0,-0.021701,-0.021000,0.674605,0.540669,0.528351,0.486310,0.405005,0.682996,0.133005,0.867984,0.845660,0.810310,0.760378,0.978269,0.115429,0.175621,0.173470,0.178635,0.068260,0.277629,0.097095,-0.983124,nan,-1.287925,nan,nan,0.914932,0.45,203,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.3500_-1.5708_47_1,-0.062098,-0.021000,0.689273,0.716042,0.732711,0.759273,0.555807,0.864722,0.147881,0.963351,0.949981,0.940888,0.870504,1.050821,0.109444,0.292652,0.299967,0.315308,0.204689,0.380620,0.089908,0.779848,nan,1.333762,nan,nan,1.220816,0.45,237,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.3500_0.0000_24_1,-0.021701,0.021055,0.623506,0.672030,0.670479,0.673476,0.503485,0.837029,0.157123,1.009605,0.988754,0.959496,0.880654,1.138794,0.139637,0.351836,0.358826,0.367956,0.259432,0.445786,0.095800,0.107415,nan,0.119961,nan,nan,0.162707,0.41,255,176,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.3500_0.0000_35_0,-0.062098,-0.061398,0.663672,0.645573,0.648312,0.673072,0.485434,0.799686,0.151436,1.017134,0.981146,0.954428,0.863688,1.160660,0.179141,0.321798,0.328000,0.337793,0.217018,0.426220,0.102795,-0.030168,nan,-0.035382,nan,nan,0.200540,0.44,233,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.3500_0.7854_29_0,-0.021701,0.019397,0.751011,0.726197,0.719096,0.690690,0.528886,0.932036,0.189785,1.148276,1.127286,1.103438,1.010933,1.271708,0.157974,0.468319,0.475905,0.488451,0.391427,0.544790,0.079049,0.611714,nan,0.615070,nan,nan,0.156281,0.51,306,170,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.3500_0.7854_46_1,-0.062098,-0.021000,0.705459,0.754279,0.749925,0.713696,0.584024,0.927511,0.161513,1.099643,1.081725,1.059127,0.977896,1.222277,0.133572,0.439331,0.443529,0.450681,0.366170,0.512750,0.075997,0.675874,nan,0.665704,nan,nan,0.113263,0.48,297,174,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.3500_1.5708_29_0,-0.021701,-0.021000,0.731100,0.807566,0.823129,0.847577,0.669065,0.941261,0.139526,1.003499,0.995921,0.991396,0.906975,1.090496,0.102143,0.326120,0.329533,0.335799,0.241564,0.409996,0.086094,1.203755,nan,1.309435,nan,nan,0.865175,0.49,248,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.3500_1.5708_45_1,-0.062098,0.021055,0.694482,0.616441,0.629590,0.671421,0.470876,0.749964,0.134859,0.863594,0.852490,0.834968,0.771731,0.956692,0.099143,0.191644,0.192835,0.198139,0.098600,0.279603,0.087124,0.895315,nan,1.266855,nan,nan,1.027874,0.46,207,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_-0.7854_36_1,-0.021701,0.021055,0.652630,0.791355,0.812229,0.853759,0.620907,0.967236,0.182186,1.042768,1.044711,1.040689,0.944087,1.148468,0.119964,0.571181,0.594962,0.603023,0.533083,0.644322,0.114609,-0.760303,nan,-0.808075,nan,nan,0.405721,0.44,383,169,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_-0.7854_40_0,-0.021701,-0.019342,0.669049,0.752657,0.767241,0.805272,0.563638,0.924001,0.171692,1.074953,1.054112,1.037046,0.941649,1.194516,0.146882,0.520692,0.534474,0.544246,0.458758,0.595059,0.090282,-0.752485,nan,-0.800269,nan,nan,0.415161,0.44,339,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_-1.5708_29_0,-0.021701,0.061452,0.689542,0.820826,0.841042,0.870556,0.686262,0.942419,0.125860,0.996499,0.992750,0.984213,0.916494,1.076255,0.082232,0.509786,0.512990,0.516556,0.457103,0.564601,0.055797,-1.420256,nan,-1.512110,nan,nan,1.092356,0.46,339,175,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_-1.5708_30_1,-0.021701,0.061452,0.688555,0.512265,0.495835,0.448657,0.369703,0.665214,0.138955,0.951109,0.937626,0.927114,0.832107,1.066262,0.121840,0.402477,0.412598,0.433648,0.313880,0.484903,0.085311,1.121708,nan,1.491739,nan,nan,1.246895,0.45,294,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_0.0000_28_1,-0.062098,0.021055,0.656628,0.808101,0.819214,0.844666,0.672060,0.937556,0.127295,1.010736,1.004903,1.002079,0.925196,1.090001,0.087283,0.554857,0.556125,0.557574,0.507543,0.604111,0.048441,0.080875,nan,0.087042,nan,nan,0.063819,0.43,393,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_0.0000_36_0,-0.062098,-0.021000,0.664123,0.590080,0.565968,0.480419,0.402747,0.789815,0.182760,1.160872,1.110944,1.063880,0.983363,1.340912,0.206338,0.542551,0.547210,0.553857,0.482907,0.602421,0.061199,0.034616,nan,0.033395,nan,nan,0.077019,0.44,350,175,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_0.7854_21_1,-0.062098,-0.021000,0.675390,0.649532,0.647875,0.631516,0.430785,0.871013,0.200308,1.097923,1.074514,1.058150,0.973320,1.219806,0.141544,0.525694,0.567601,0.577099,0.488841,0.620089,0.148095,0.561886,nan,0.660028,nan,nan,0.552081,0.45,356,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_0.7854_24_0,-0.020052,0.021055,0.647409,0.519475,0.500555,0.459705,0.369163,0.681575,0.146822,1.033359,1.002953,0.945479,0.866529,1.205951,0.176718,0.482516,0.487677,0.496553,0.416869,0.548842,0.067540,0.842478,nan,0.837883,nan,nan,0.091336,0.43,325,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_1.5708_40_0,-0.062098,0.021055,0.614494,0.681038,0.688652,0.727517,0.543313,0.808875,0.129298,0.916429,0.912489,0.905556,0.829797,0.999668,0.090234,0.453963,0.456258,0.459128,0.393424,0.515496,0.061013,-1.341365,nan,-1.498077,nan,nan,1.177975,0.41,311,175,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.5000_1.5708_45_1,-0.021701,0.021055,0.622340,0.624334,0.617037,0.583959,0.464322,0.786101,0.149961,1.001714,0.982759,0.950340,0.884099,1.121095,0.125231,0.497280,0.499087,0.501419,0.435269,0.558770,0.061394,1.213542,nan,1.482704,nan,nan,1.256445,0.4,352,185,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.6500_-0.7854_27_0,-0.021701,0.021055,0.567079,0.649116,0.653883,0.682300,0.484687,0.806144,0.152688,0.907729,0.897251,0.881691,0.816239,0.984927,0.096426,0.595674,0.594180,0.587067,0.555388,0.638825,0.042877,-0.789398,nan,-0.827241,nan,nan,0.416664,0.36,427,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.6500_-0.7854_34_1,-0.021701,0.021055,0.635800,0.669391,0.700997,0.766004,0.486221,0.857709,0.195224,1.026164,0.976281,0.956753,0.895878,1.113139,0.179014,0.578115,0.602594,0.612781,0.535684,0.644974,0.091682,-0.668005,nan,-0.758685,nan,nan,0.573766,0.42,345,179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.6500_-1.5708_21_1,-0.021701,-0.021000,0.586431,0.708609,0.727153,0.774334,0.575989,0.832040,0.126234,0.894346,0.889727,0.878376,0.826752,0.957267,0.071367,0.570662,0.573650,0.578046,0.526957,0.615506,0.046165,-1.422438,nan,-1.525694,nan,nan,1.180767,0.37,410,186,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.6500_-1.5708_28_0,-0.021701,-0.061398,0.591209,0.718462,0.720593,0.730068,0.580875,0.855924,0.133767,0.931566,0.922787,0.905805,0.847743,1.015908,0.090434,0.598067,0.602771,0.614537,0.552168,0.642807,0.047229,1.161104,nan,1.531557,nan,nan,1.334581,0.39,405,169,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.6500_0.0000_25_0,-0.021701,0.019397,0.645629,0.895667,0.906243,0.931067,0.774051,1.012682,0.118920,1.047591,1.045117,1.043043,0.969857,1.126023,0.078957,0.667360,0.668765,0.670661,0.635913,0.699653,0.032779,0.057800,nan,0.055618,nan,nan,0.036396,0.42,520,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.6500_0.0000_47_1,-0.021701,0.019397,0.694464,0.876277,0.887090,0.916118,0.721950,1.025930,0.147797,1.103216,1.096113,1.086892,1.013438,1.192116,0.093114,0.670818,0.672709,0.676346,0.632482,0.708235,0.037676,0.062819,nan,0.063511,nan,nan,0.037363,0.48,490,168,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.0400_0.6500_0.7854_25_0,-0.062098,-0.021000,0.624106,0.630989,0.642486,0.697945,0.458523,0.792696,0.154877,0.941054,0.917536,0.873149,0.838620,1.045990,0.116505,0.562883,0.596575,0.604214,0.536978,0.642016,0.139274,0.706467,nan,0.763454,nan,nan,0.477912,0.41,369,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
